Rating,Crash_Severity,Driver_VehicleNumber,Driver_InjuryType,Driver_Age,Driver_Gender,Driver_Action_Type_Cd,Driver_Airbag_Deployment,Driver_Condition_Type_Cd,Driver_Distraction_Type_Cd,Driver_Drinking_Type_Cd,Driver_Drug_Use_Cd,Driver_Ejected_From_Vehicle,Driver_Ems_Transport_Ind,Driver_Fled_Scene_Ind,Driver_Safety_Equip_Used,Driver_Vis_Obscured_Type_Cd,Summons_Issued_Cd,Vehiclenumber,Vehicle_Body_Type_Cd,Vehicle_Maneuver_Type_Cd,Speed_Before,Speed_Posted,Speed_Max_Safe,First_Crash_Event_Cd,Most_Harmful_Crash_Event_Cd,Initial_Veh_Impact_Area_Cd,Direction_Of_Travel_Cd,Route or Street Name
14,1.0,1.0,0.0,63.0,0,12,2,1,14,1,2,1,0,0,3,1,1,3,1,1,15.0,45.0,5.0,20,20,12,1,RT 221
21,1.0,1.0,0.0,65.0,1,1,2,1,14,1,2,1,0,0,3,1,2,1,2,1,55.0,55.0,55.0,23,23,11,3,RT.220/ROANOKE RD
37,3.0,1.0,0.0,30.0,0,12,1,1,14,1,2,1,0,0,3,1,1,2,1,1,50.0,55.0,55.0,20,20,12,1,NEIL ARMSTRONG PKWY
21,3.0,1.0,0.0,59.0,0,40,6,1,14,1,2,1,1,0,3,1,1,2,22,14,70.0,70.0,60.0,36,20,9,3,I-81
21,1.0,1.0,0.0,25.0,1,17,2,1,14,0,0,1,0,0,3,2,3,2,1,3,10.0,45.0,45.0,20,20,1,4,RT. 1
25,1.0,1.0,0.0,20.0,0,12,2,1,14,1,2,1,0,0,3,1,1,2,22,1,45.0,45.0,45.0,20,20,1,1,BOOKER T WASHINGTON HWY
68,1.0,1.0,0.0,21.0,1,12,2,1,14,1,2,1,0,0,3,1,1,2,2,1,20.0,0.0,0.0,20,20,12,3,ROUTE 11
21,1.0,1.0,0.0,56.0,0,40,2,1,9,1,2,1,0,0,3,1,0,1,22,9,35.0,35.0,35.0,28,2,12,2,OLD KEENE MILL RD
23,1.0,1.0,0.0,24.0,1,12,2,1,11,1,2,1,0,0,3,1,1,2,1,1,45.0,45.0,45.0,20,20,12,3,1000 BLK OCEANA BLVD
18,1.0,1.0,0.0,22.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,1,3,10.0,35.0,35.0,20,20,12,2,Deveraux DR
23,1.0,1.0,0.0,34.0,0,12,2,1,14,1,2,1,0,0,3,1,1,2,1,5,15.0,60.0,0.0,20,20,12,1,I-664 NORTH
69,1.0,1.0,0.0,26.0,1,21,2,1,11,1,0,1,0,0,3,1,1,3,2,1,25.0,35.0,0.0,20,20,12,1,COMMERCE ST / BOWIE DR
21,1.0,1.0,0.0,25.0,0,1,1,1,14,1,3,1,0,0,2,1,0,1,1,9,55.0,55.0,55.0,28,2,12,1,PIN OAK ROAD
25,1.0,1.0,0.0,46.0,0,40,6,6,2,1,2,1,0,0,3,1,2,1,22,1,70.0,70.0,70.0,30,30,10,1,I-95N AT 28MM
68,1.0,1.0,0.0,42.0,0,11,2,1,14,1,2,1,0,0,3,1,2,2,22,4,10.0,35.0,35.0,20,20,1,3,MEDICAL DR
21,1.0,1.0,0.0,46.0,0,1,2,1,14,1,2,1,0,0,3,1,2,1,22,1,55.0,55.0,55.0,23,23,12,1,ROUTE 29 BUSINESS - SOUTH AMHERST HIGHWAY
21,3.0,1.0,0.0,20.0,1,11,8,1,14,1,2,1,0,0,3,1,1,3,3,3,10.0,45.0,45.0,20,20,1,1,52/SOUTH MAIN STREET
43,1.0,1.0,0.0,19.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,2,6,40.0,55.0,0.0,20,20,12,4,RT 301 / SKIPPERS RD
23,1.0,1.0,0.0,62.0,1,40,2,1,14,1,2,1,0,0,3,1,1,1,2,9,55.0,55.0,55.0,28,30,1,1,RT.221/FLOYD PIKE
31,1.0,1.0,0.0,62.0,0,21,1,1,0,1,2,1,0,0,3,1,2,2,1,1,35.0,35.0,35.0,20,20,12,2,MONUMENT DR
48,1.0,1.0,0.0,71.0,1,18,2,1,14,1,2,1,0,0,3,14,2,2,4,12,1.0,40.0,40.0,20,20,6,4,HOLLINS RD
59,2.0,1.0,0.0,26.0,1,40,2,1,7,1,2,1,0,0,3,1,1,1,22,1,30.0,25.0,25.0,13,13,11,3,MIDDLEBROOK AVE
43,3.0,1.0,0.0,17.0,0,11,8,1,14,1,2,1,0,0,3,1,1,2,1,3,35.0,45.0,35.0,20,20,12,1,OTTERDALE RD
23,1.0,1.0,0.0,21.0,0,2,8,6,7,1,2,1,0,0,3,1,1,3,1,1,70.0,65.0,0.0,20,20,12,3,I-95 SOUTH
31,1.0,1.0,0.0,69.0,1,42,2,1,14,1,2,1,0,0,3,1,1,2,1,14,35.0,35.0,35.0,20,20,1,3,PIEDMONT DR
48,3.0,1.0,0.0,68.0,0,1,2,0,0,0,0,1,0,0,3,12,2,1,22,5,5.0,20.0,20.0,19,19,12,4,4028 WINDSOR RIDGE
59,1.0,1.0,0.0,22.0,1,37,2,9,0,6,3,1,0,0,8,0,2,3,1,1,40.0,25.0,25.0,20,20,11,2,400 HOUSTON STREET
25,1.0,1.0,0.0,31.0,1,40,2,1,14,1,2,1,0,0,3,1,2,2,1,1,70.0,65.0,65.0,20,20,11,3,I-95 SOUTH
68,1.0,1.0,0.0,44.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,22,3,15.0,35.0,0.0,20,20,2,3,1779 / POTOMAC MILLS ROAD
21,3.0,1.0,0.0,50.0,0,11,1,1,14,1,2,1,0,0,3,10,0,2,22,2,6.0,25.0,25.0,20,20,12,4,BUCKMAN RD/ROLLING HILLS AVE
43,1.0,1.0,0.0,20.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,22,3,10.0,45.0,45.0,20,20,1,2,ROUTE 1
23,3.0,1.0,0.0,56.0,0,11,2,1,14,1,2,1,1,0,3,1,2,2,22,3,35.0,35.0,35.0,20,20,11,1,LEE HWY
31,3.0,1.0,0.0,38.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,1,3,10.0,40.0,0.0,20,20,12,3,1/ RICHMOND HIGHWAY
37,0.0,1.0,0.0,17.0,1,10,8,1,0,6,2,1,0,0,3,0,2,2,1,15,108.0,35.0,35.0,35,20,2,3,0001 RICHMOND HIGHWAY
21,1.0,1.0,0.0,43.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,1,6,5.0,15.0,15.0,20,20,12,3,N WAKEFIELD ST
21,1.0,1.0,0.0,17.0,0,40,2,1,0,1,3,1,0,0,8,1,1,2,1,1,35.0,35.0,35.0,20,20,12,3,VICTORY BLVD
25,1.0,1.0,0.0,24.0,1,40,8,6,14,1,2,1,0,0,3,1,1,2,1,14,55.0,55.0,55.0,20,20,5,3,0294 PRINCE WILLIAM PARKWAY
68,1.0,1.0,0.0,65.0,0,12,2,1,7,1,2,1,0,0,3,1,1,2,1,1,10.0,35.0,35.0,20,20,12,3,COLONEL JAMESON BLVD
21,1.0,1.0,0.0,31.0,0,12,2,1,11,1,2,1,0,0,3,1,1,2,1,1,55.0,55.0,55.0,20,20,11,2,I-64 EAST
23,1.0,1.0,0.0,61.0,0,34,0,9,11,6,3,0,0,1,0,13,0,2,3,1,0.0,25.0,25.0,6,6,0,0,3855 OLD STEVENS RD NW
18,1.0,1.0,0.0,18.0,0,12,1,1,14,1,2,1,0,0,3,1,1,2,1,1,35.0,35.0,35.0,20,20,12,1,HUNTER MILL RD AND SUNSET HILLS RD
21,1.0,1.0,0.0,62.0,1,11,2,1,14,1,2,1,0,0,3,11,2,2,1,16,3.0,40.0,40.0,20,20,11,4,BROADVIEW AVE
21,3.0,1.0,0.0,20.0,1,2,8,1,11,1,3,1,1,0,3,1,1,1,1,1,70.0,45.0,40.0,42,15,5,1,2501 BUYRN CIRC.
25,1.0,1.0,0.0,17.0,1,40,2,1,14,1,2,1,0,0,3,1,1,1,2,9,55.0,55.0,45.0,28,2,12,1,RT. 18
68,1.0,1.0,0.0,0.0,0,40,0,9,0,6,3,0,0,1,0,1,0,1,1,10,0.0,55.0,55.0,36,14,11,0,OLD NEWCASTLE ROAD
21,3.0,1.0,0.0,27.0,0,9,2,1,14,1,2,1,1,0,3,1,2,2,1,1,25.0,25.0,25.0,20,20,11,4,1500 BLK CYPRESS ST
21,2.0,1.0,0.0,20.0,0,40,2,1,14,1,2,1,0,0,3,1,2,2,1,5,20.0,45.0,45.0,20,20,12,1,SEMINOLE TR  SEMINOLE LN
21,2.0,1.0,0.0,25.0,1,12,2,1,7,1,2,1,0,0,3,1,1,2,1,1,65.0,60.0,55.0,20,20,12,1,CHIPPENHAM PKWY
25,3.0,1.0,0.0,19.0,1,40,6,1,14,5,2,1,0,0,8,1,1,1,1,9,50.0,55.0,35.0,28,2,1,2,ROUTE 737: CONDE RD
68,1.0,1.0,0.0,79.0,0,1,2,1,14,1,2,1,0,0,3,1,2,1,22,1,55.0,55.0,55.0,23,23,12,3,ROUTE 15
21,1.0,1.0,0.0,72.0,0,12,2,1,14,1,0,1,0,0,3,1,1,2,1,1,25.0,45.0,0.0,20,20,12,4,2000 WOODHILL ROAD
21,1.0,1.0,0.0,21.0,1,31,1,1,14,4,2,1,0,0,3,11,1,1,22,10,60.0,65.0,65.0,28,5,12,3,SB RT. 288
43,1.0,1.0,0.0,18.0,0,12,1,1,14,1,3,1,0,0,3,12,1,2,1,1,45.0,55.0,55.0,20,20,12,3,S JAMES MADISON HWY
23,2.0,1.0,0.0,34.0,1,12,2,1,0,1,2,1,0,0,3,1,1,2,1,1,20.0,45.0,45.0,20,20,1,3,PRINCE GEORGE DR
31,1.0,1.0,0.0,16.0,0,11,2,1,14,1,0,1,0,0,3,1,1,2,1,3,0.0,40.0,40.0,20,20,11,1,NINE MILE RD
48,2.0,1.0,0.0,48.0,0,40,2,1,14,1,2,1,0,0,3,1,1,2,22,2,55.0,55.0,55.0,20,20,11,4,GERMANNA HWY
59,1.0,1.0,0.0,70.0,1,40,1,9,14,1,2,1,0,0,3,2,1,1,2,10,35.0,35.0,35.0,28,3,12,4,614 BLUE RIDGE AVE
43,1.0,1.0,0.0,72.0,0,11,2,1,14,1,2,1,0,0,3,12,2,2,22,3,10.0,55.0,0.0,20,20,12,3,JOY RANCH RD.
23,1.0,1.0,0.0,25.0,0,12,3,1,14,1,2,1,0,0,3,1,1,2,23,1,65.0,65.0,65.0,20,20,12,1,I-81 NORTH
31,1.0,1.0,0.0,22.0,1,12,1,7,2,1,2,1,0,0,3,1,1,2,1,1,70.0,70.0,70.0,20,20,12,1,I85
48,3.0,1.0,0.0,19.0,1,42,2,1,14,1,2,1,0,0,3,1,1,2,1,14,65.0,60.0,30.0,20,20,1,2,EAST BOUND I-64
59,2.0,1.0,0.0,25.0,1,12,2,1,14,1,2,1,0,0,3,1,2,2,2,6,45.0,55.0,55.0,20,20,1,1,IVY RD @ 250 BYPASS
25,2.0,1.0,0.0,0.0,0,11,5,9,11,6,3,1,0,0,6,13,0,1,1,1,1.0,25.0,25.0,19,19,1,4,SHIPPLETT BLVD
68,1.0,1.0,0.0,29.0,0,21,2,1,14,1,2,1,0,0,3,1,1,2,1,1,45.0,45.0,45.0,20,20,12,2,INDIAN RIVER
21,1.0,1.0,0.0,67.0,1,42,2,1,14,1,0,1,0,0,3,1,1,2,1,14,70.0,70.0,70.0,20,20,11,2,EB I -64
43,1.0,1.0,0.0,68.0,0,40,6,1,14,1,2,1,0,0,3,1,1,1,22,10,65.0,65.0,65.0,28,5,11,3,SB 77
23,3.0,1.0,0.0,45.0,1,12,1,1,7,1,2,1,0,0,3,2,1,2,2,1,55.0,55.0,55.0,20,20,12,3,CONSTITUTION HWY
31,1.0,1.0,0.0,73.0,1,1,2,1,14,1,2,1,0,0,3,1,2,1,2,1,40.0,45.0,45.0,23,23,12,3,NORTH HAYFIELD/INDIAN HOLLOW ROAD
48,1.0,1.0,0.0,24.0,0,11,2,1,14,1,2,1,0,0,3,1,2,2,1,3,15.0,35.0,0.0,20,20,11,2,ARBOR DR NE
59,1.0,1.0,0.0,44.0,1,42,2,1,14,1,2,1,0,0,3,1,1,1,1,9,65.0,70.0,65.0,28,14,12,2,INTERSTATE 64
18,1.0,1.0,0.0,65.0,1,40,2,9,7,1,0,1,0,0,3,1,2,2,1,1,20.0,30.0,0.0,6,6,1,4,MANCESTER LAKES  DR
17,2.0,1.0,0.0,36.0,1,12,2,1,11,1,2,1,0,0,3,1,2,2,1,1,15.0,25.0,25.0,20,20,12,3,1551 E  HIGH ST
9,1.0,1.0,0.0,23.0,1,12,2,1,14,1,2,1,0,0,3,1,1,2,1,5,35.0,45.0,0.0,20,20,12,4,3767 CHALLENGER AVE
12,1.0,1.0,0.0,56.0,1,42,2,1,14,1,2,1,0,0,3,1,2,2,23,14,65.0,70.0,70.0,20,20,1,3,SB I-81
61,1.0,1.0,0.0,22.0,1,12,2,1,14,1,2,1,0,0,3,1,1,2,1,1,40.0,65.0,10.0,20,20,11,4,INTERSTATE 64 WEST EXPRESS LANES
14,1.0,1.0,0.0,38.0,0,1,2,1,14,1,0,1,0,0,3,1,2,2,3,3,0.0,45.0,0.0,20,20,5,3,NUCKOLS RD
21,1.0,1.0,0.0,78.0,1,11,2,1,14,0,0,1,0,0,3,1,0,2,1,3,5.0,45.0,45.0,20,20,5,1,0784 DALE BOULEVARD
37,1.0,1.0,0.0,39.0,0,42,2,1,14,1,2,1,0,0,3,1,1,2,1,14,35.0,35.0,35.0,20,20,10,1,2900 RICHMOND HWY
21,1.0,1.0,0.0,27.0,0,40,2,1,7,0,0,1,0,0,3,1,1,2,22,1,0.0,25.0,25.0,6,6,1,1,BRANDON AVE
21,3.0,1.0,0.0,37.0,1,34,1,1,14,2,3,1,1,1,3,1,1,2,1,1,55.0,50.0,50.0,20,20,12,0,LEE HWY
25,1.0,1.0,0.0,30.0,0,1,8,1,14,1,2,1,0,0,3,1,2,1,1,9,35.0,55.0,45.0,28,2,12,3,RT 80
68,1.0,1.0,0.0,42.0,0,11,2,1,14,1,2,1,0,0,3,12,1,3,22,1,45.0,45.0,0.0,20,20,12,4,HULL STREET ROAD
21,1.0,1.0,0.0,69.0,1,1,2,1,14,1,2,1,0,0,3,1,2,1,22,1,55.0,55.0,55.0,23,23,12,2,US HWY 211 W
72,3.0,1.0,0.0,26.0,1,21,1,1,14,1,2,1,0,0,3,1,1,2,3,1,0.0,45.0,45.0,20,20,12,3,NORTH PARHAM ROAD
24,3.0,1.0,0.0,22.0,1,32,2,1,14,1,2,1,0,0,3,1,1,1,22,1,60.0,55.0,55.0,28,14,12,3,20567 COURTHOUSE HWY
23,1.0,1.0,0.0,45.0,0,34,0,9,0,6,3,0,0,1,0,0,0,2,0,0,0.0,70.0,0.0,20,20,0,3,INTERSTATE 95
31,1.0,1.0,0.0,42.0,1,40,2,6,2,1,2,1,0,0,3,1,1,1,2,9,70.0,70.0,70.0,28,8,11,3,SOUTHBOUND INTERSTATE 295
38,1.0,1.0,0.0,41.0,1,37,1,1,11,1,2,1,0,0,3,13,2,2,3,2,5.0,40.0,40.0,20,20,8,1,PUGHSVILLE RD
22,2.0,1.0,0.0,35.0,1,40,2,1,14,1,2,1,0,0,3,1,2,2,12,14,5.0,25.0,0.0,20,20,5,3,1200 CROZET AVE
83,1.0,1.0,0.0,19.0,0,34,0,9,11,6,3,0,0,1,0,13,0,5,22,1,0.0,25.0,25.0,20,20,12,0,UNIVERSITY CITY BLVD
23,1.0,1.0,0.0,29.0,1,12,1,1,14,1,2,1,0,0,8,1,1,2,1,1,50.0,55.0,10.0,20,20,12,2,LEE HWY
18,1.0,1.0,0.0,18.0,1,40,8,1,14,1,2,1,0,0,3,1,2,1,1,9,80.0,65.0,50.0,28,5,12,4,WB I-66
23,2.0,1.0,0.0,23.0,0,1,2,1,14,1,2,1,0,0,1,1,2,2,1,3,35.0,35.0,35.0,20,20,11,3,LEESBURG PIKE/ARLINGTON BLVD
69,3.0,1.0,0.0,0.0,0,34,0,9,11,6,3,0,0,1,0,13,0,1,22,2,5.0,25.0,25.0,19,19,11,0,GILMER AVENUE NW
20,1.0,1.0,0.0,58.0,1,40,2,1,14,1,2,1,0,0,3,1,2,1,22,9,70.0,70.0,70.0,28,5,1,4,I-66 WB
30,1.0,1.0,0.0,55.0,0,1,6,1,0,1,0,1,0,0,3,1,2,1,22,1,35.0,35.0,35.0,23,23,1,3,BELSPRING RD
61,1.0,1.0,0.0,52.0,1,42,2,1,14,1,2,1,0,0,3,1,1,2,3,14,5.0,55.0,5.0,20,20,12,1,I-495 NORTH
14,1.0,1.0,0.0,31.0,0,21,2,1,14,1,2,1,0,0,2,1,0,2,1,3,5.0,35.0,0.0,20,20,12,3,OYSTER POINT RD
21,1.0,1.0,0.0,63.0,0,3,2,1,14,1,2,1,0,0,3,1,1,2,1,5,60.0,60.0,50.0,20,20,12,1,I-95 NORTHBOUND
37,1.0,1.0,0.0,60.0,0,12,2,1,14,1,2,1,0,0,3,1,1,2,22,1,15.0,45.0,0.0,20,20,12,1,0001 RICHMOND HIGHWAY
21,1.0,1.0,0.0,38.0,1,22,2,1,14,1,0,1,0,0,3,1,1,4,22,3,5.0,45.0,45.0,20,20,11,2,JAE VALLEY RD
21,1.0,1.0,0.0,20.0,0,40,2,1,14,1,2,1,0,0,3,1,2,1,22,3,15.0,25.0,10.0,28,8,1,3,CAMBRIA ST NW
25,1.0,1.0,0.0,56.0,1,11,2,1,14,1,2,1,0,0,3,1,1,2,2,3,5.0,35.0,35.0,20,20,12,1,S. Hill Carter Pkwy
68,1.0,1.0,0.0,29.0,1,3,1,1,14,1,2,1,0,0,3,1,2,2,1,1,20.0,45.0,0.0,20,20,1,3,ISLAND RD
21,1.0,1.0,0.0,76.0,1,11,2,1,14,1,2,1,0,0,3,1,1,2,1,7,5.0,25.0,25.0,20,20,11,3,1325 DEVON LN
43,1.0,1.0,0.0,24.0,1,40,2,1,6,1,2,1,0,0,3,1,2,2,12,1,15.0,25.0,0.0,20,20,12,1,MATHIS AVE
23,1.0,1.0,0.0,28.0,1,11,2,1,11,1,2,1,0,0,3,1,1,2,1,1,20.0,25.0,25.0,20,20,1,1,200 N. ROWLAND ST.
31,1.0,1.0,0.0,19.0,1,12,2,1,14,1,2,1,0,0,3,12,2,3,3,1,15.0,25.0,25.0,20,20,12,2,RIVER RIDGE DR.
48,1.0,1.0,0.0,38.0,0,40,2,1,14,1,0,1,0,0,3,1,1,1,1,10,15.0,35.0,35.0,28,1,12,3,RT 837
59,1.0,1.0,0.0,67.0,1,1,2,1,14,1,2,1,0,0,3,1,2,2,22,1,15.0,15.0,15.0,27,20,12,4,COPELEY RD
18,1.0,1.0,0.0,29.0,0,12,2,1,14,1,2,1,0,0,3,1,1,2,22,7,20.0,45.0,45.0,20,20,12,1,500 S INDEPENDENCE BLVD
17,1.0,1.0,0.0,35.0,1,1,2,1,14,1,3,1,0,0,3,1,2,1,1,1,40.0,55.0,55.0,23,23,12,3,ACQUINTON CHURCH ROAD
43,1.0,1.0,0.0,41.0,1,18,2,1,14,1,2,1,0,0,3,1,2,2,1,12,5.0,30.0,30.0,20,20,6,1,2700 NEVADA AVE
11,2.0,1.0,0.0,22.0,0,37,2,1,0,1,2,1,0,0,3,14,2,2,1,14,30.0,45.0,45.0,20,20,10,2,PLANK RD
41,1.0,1.0,0.0,49.0,1,40,1,8,11,2,2,1,0,0,6,13,1,1,1,1,0.0,25.0,0.0,15,15,12,4,WASHINGTON BLVD
10,1.0,1.0,0.0,22.0,1,39,8,1,14,1,3,1,0,0,3,1,1,1,22,2,60.0,40.0,10.0,28,13,10,2,NOKES BOULEVARD - RT. 1793
8,1.0,1.0,0.0,41.0,1,40,1,6,2,1,2,1,0,0,3,1,1,1,1,10,65.0,70.0,70.0,28,5,12,1,I-81 NORTH
15,3.0,1.0,0.0,34.0,1,40,8,1,14,1,2,1,0,0,3,1,1,2,1,1,45.0,45.0,5.0,20,20,12,4,ROUTE 50
61,1.0,1.0,0.0,90.0,1,40,2,1,14,1,2,1,0,0,3,1,2,2,1,1,30.0,25.0,25.0,6,6,1,4,LIMESTONE WAY
14,1.0,1.0,0.0,54.0,1,8,2,1,14,1,2,1,0,0,3,1,2,2,4,6,15.0,55.0,0.0,20,20,2,4,INTERSTATE 264 WESTBOUND
21,3.0,1.0,0.0,17.0,1,11,1,1,14,1,2,1,0,0,3,1,1,2,22,3,5.0,25.0,25.0,20,20,12,4,SAUNDERS AVE
37,1.0,1.0,0.0,22.0,0,16,2,1,14,1,2,1,0,0,3,1,1,2,1,3,0.0,45.0,45.0,20,20,12,2,PATTERSON AVENUE
21,1.0,1.0,0.0,51.0,1,12,2,1,11,1,0,1,0,0,3,1,1,2,1,1,35.0,35.0,35.0,20,20,12,1,6900 TIDEWATER DR
21,3.0,1.0,0.0,33.0,1,12,1,1,5,1,2,1,0,0,3,1,1,3,1,1,35.0,45.0,45.0,20,20,12,2,0294 PRINCE WILLIAM PARKWAY
25,1.0,1.0,0.0,70.0,1,21,6,1,14,1,2,1,0,0,3,1,1,2,1,3,10.0,45.0,45.0,20,20,2,3,RT 29 @ BLAKE LN
68,3.0,1.0,0.0,64.0,0,34,2,9,14,6,2,1,1,1,3,1,3,2,1,1,5.0,25.0,25.0,6,6,1,1,BERKSHIRE BLVD
21,1.0,1.0,0.0,23.0,1,1,2,1,0,1,2,1,0,0,3,1,2,1,1,1,45.0,45.0,45.0,23,23,10,3,SHANNON HILL RD
61,3.0,1.0,0.0,26.0,0,12,1,1,7,1,2,1,0,0,3,1,1,3,1,1,60.0,60.0,40.0,20,20,12,3,I-95
14,1.0,1.0,0.0,30.0,0,1,2,1,14,1,2,1,0,0,3,1,2,1,1,1,50.0,55.0,55.0,23,23,11,4,ROUTE 58
21,1.0,1.0,0.0,57.0,1,21,2,1,11,1,2,1,0,0,3,1,1,2,1,3,10.0,35.0,0.0,20,20,12,2,DALE BOULEVARD/0784
37,3.0,1.0,0.0,41.0,1,40,8,1,14,1,2,1,0,0,3,1,1,1,1,9,60.0,60.0,60.0,28,9,12,2,INTERSTATE 64 EAST
21,1.0,1.0,0.0,18.0,0,11,2,1,14,1,2,1,0,0,3,2,1,2,22,16,5.0,45.0,10.0,20,20,12,3,LIGHTFOOT ROAD
21,1.0,1.0,0.0,78.0,1,42,2,1,14,1,2,1,0,0,3,1,1,2,23,14,65.0,70.0,70.0,20,20,5,1,INTERSTATE 81
25,1.0,1.0,0.0,22.0,0,11,2,1,14,1,2,1,0,0,3,1,1,2,1,1,5.0,25.0,25.0,20,20,12,1,W CARY ST
68,4.0,1.0,0.0,0.0,0,34,0,9,0,6,3,0,0,1,0,1,0,1,1,3,10.0,25.0,0.0,19,19,11,0,2100-BLK E MAIN ST
21,1.0,1.0,0.0,56.0,1,42,2,1,14,1,2,1,0,0,3,14,1,2,1,6,55.0,55.0,55.0,20,20,2,3,SOUTHBOUND I-95
21,1.0,1.0,0.0,31.0,0,11,2,1,14,1,0,1,0,0,3,1,1,2,1,3,10.0,30.0,30.0,20,20,12,2,700 PARK AVE
21,1.0,1.0,0.0,20.0,0,11,2,1,0,1,0,1,0,0,3,1,0,2,1,3,25.0,25.0,0.0,20,20,11,2,4000 HAMPTON BLVD
25,1.0,1.0,0.0,23.0,0,11,2,1,7,1,2,1,0,0,3,1,2,2,22,3,5.0,35.0,0.0,20,20,11,3,HOOVER RD.
68,1.0,1.0,0.0,82.0,0,41,0,9,0,6,3,0,0,1,0,0,0,2,22,13,0.0,45.0,0.0,28,28,0,1,JAMES MONROE HWY
21,2.0,1.0,0.0,35.0,1,42,2,1,14,1,2,1,0,0,3,14,1,2,1,14,25.0,35.0,35.0,20,20,5,2,GREENBRIER DR
21,1.0,1.0,0.0,30.0,1,11,1,1,1,1,2,1,0,0,3,1,1,2,1,3,25.0,45.0,0.0,20,20,3,3,GARRISONVILLE ROAD
43,1.0,1.0,0.0,16.0,1,40,2,1,14,1,2,1,0,0,3,1,2,1,1,3,35.0,35.0,35.0,28,28,12,4,E STUART
23,1.0,1.0,0.0,35.0,0,40,2,1,7,1,2,1,0,0,3,1,1,2,22,1,35.0,35.0,35.0,36,20,11,2,RIVER RD
